"data.V15" "V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14"
0 28 3 156967 12 9 1 1 5 5 1 0 0 40 39
1 47 1 187581 10 13 3 1 1 5 2 0 0 48 39
0 56 3 154490 16 10 5 1 2 5 1 0 0 38 39
0 30 3 101345 10 13 5 12 2 5 1 0 0 40 39
0 42 2 150533 13 14 3 10 1 5 2 0 0 46 39
0 33 3 93213 12 9 3 3 1 5 2 0 0 45 39
0 57 3 257046 12 9 3 3 1 5 2 0 0 40 39
1 40 3 421837 12 9 3 4 1 5 2 0 0 50 39
1 41 3 101593 10 13 3 4 1 5 2 0 0 60 39
1 42 3 122215 12 9 7 10 2 5 2 0 0 40 39
1 49 3 272780 16 10 3 3 1 5 2 15024 0 60 26
0 24 3 190591 10 13 5 10 2 5 1 0 0 50 39
1 31 3 280927 10 13 5 4 2 5 1 0 0 40 39
1 25 3 202480 10 13 3 10 1 5 2 0 0 40 39
0 47 3 110088 4 2 3 6 1 5 2 0 0 40 39
0 37 5 225860 8 12 4 5 2 5 2 0 0 50 39
0 25 3 310545 16 10 5 11 4 5 2 0 0 30 8
0 31 3 178664 16 10 1 8 2 5 1 0 0 30 39
1 46 5 198759 10 13 3 12 1 5 2 0 0 50 39
0 20 3 259301 16 10 5 1 4 5 1 0 0 35 39
1 31 3 234537 10 13 3 10 1 5 2 7298 0 50 39
0 63 3 427770 3 8 1 9 5 3 1 0 0 30 39
0 54 3 205337 12 9 3 7 1 5 2 0 0 45 39
0 17 3 236091 1 6 5 8 4 5 1 0 0 8 39
0 40 3 33895 12 9 1 13 2 5 1 0 0 40 39
0 27 3 226441 10 13 5 10 3 5 1 0 0 40 39
1 41 6 119721 16 10 3 10 1 5 2 0 0 40 39
1 32 5 455995 10 13 1 4 2 5 2 0 0 50 39
0 35 3 105813 16 10 3 6 1 5 2 0 0 40 39
0 42 6 191814 12 9 3 3 1 5 2 0 0 40 39
0 65 3 399296 5 3 3 8 3 5 1 0 0 20 26
0 47 3 201595 12 9 5 1 5 5 2 0 0 40 39
1 41 3 143003 13 14 3 13 1 2 2 0 1887 45 3
0 28 3 74784 12 9 5 6 2 5 2 0 0 50 39
0 22 3 303781 16 10 5 3 4 3 2 0 0 40 39
0 23 3 236769 16 10 5 6 4 5 2 0 0 40 39
0 28 5 264961 16 10 3 3 1 5 2 0 0 45 39
0 59 3 144962 12 9 7 7 2 5 1 0 0 40 39
1 59 2 435836 1 6 3 8 6 5 1 0 0 30 39
1 46 3 186539 12 9 1 3 3 5 2 0 0 48 39
0 23 3 181796 12 9 3 12 1 5 2 0 0 50 39
0 47 2 398397 13 14 5 13 2 5 2 0 0 40 39
0 24 3 196280 9 11 5 13 4 5 1 0 0 38 39
0 37 1 31670 10 13 3 4 1 5 2 0 0 40 39
0 49 4 65535 12 9 3 10 1 5 2 0 0 60 39
1 48 2 97680 13 14 3 10 6 5 1 15024 0 10 39
1 57 5 47178 10 13 3 10 6 5 1 0 0 35 39
0 24 5 151818 12 9 5 3 2 5 2 0 0 35 39
0 40 3 304530 6 4 3 3 1 5 2 0 0 40 39
0 25 3 197651 12 9 5 12 5 5 1 0 0 40 39
0 64 3 108054 12 9 7 14 2 5 2 0 0 22 39
0 44 3 179666 16 10 1 14 5 5 2 0 0 35 9
1 45 3 142909 12 9 3 3 1 5 2 0 0 40 39
0 24 3 231261 3 8 3 1 1 5 2 0 0 50 39
0 42 6 119008 8 12 1 13 2 3 1 0 1974 40 39
0 27 3 168138 12 9 5 13 2 5 2 0 0 45 39
1 54 3 217850 12 9 3 14 1 3 2 0 0 40 39
0 50 5 343242 16 10 3 14 1 5 2 0 0 55 39
0 27 3 200179 12 9 1 1 3 5 1 0 0 40 39
0 35 3 172252 16 10 1 4 2 5 1 0 0 40 39
1 39 3 132879 11 16 3 4 1 5 2 0 0 42 39
0 21 3 240063 12 9 5 14 4 5 2 0 0 48 39
0 19 3 425816 16 10 5 12 5 3 1 0 0 40 39
0 39 2 167571 12 9 3 8 6 5 1 2885 0 30 39
0 39 3 85566 16 10 3 12 1 5 2 0 0 40 39
0 27 3 123799 10 13 1 4 5 5 2 0 0 42 39
0 28 3 194690 12 9 3 3 1 5 2 0 0 40 39
0 39 3 266347 16 10 3 12 1 5 2 0 0 40 39
0 62 3 68268 1 6 3 6 1 5 2 0 0 40 39
1 59 4 145574 9 11 3 4 1 5 2 0 0 40 39
0 29 3 128666 12 9 3 3 1 5 2 0 0 40 39
1 31 3 119411 12 9 3 12 1 5 2 0 0 40 39
0 38 3 276552 16 10 3 10 1 5 2 0 0 50 39
0 38 1 104236 8 12 1 1 5 5 1 1471 0 40 39
1 71 5 139889 2 7 3 4 1 5 2 0 0 75 39
0 39 2 102953 12 9 3 8 1 5 2 0 0 40 39
1 47 3 83407 12 9 3 13 1 5 2 0 0 84 39
0 41 3 99254 13 14 1 8 5 3 1 0 0 30 39
0 43 6 198766 12 9 5 8 4 5 1 0 0 40 39
0 23 3 146178 12 9 6 1 3 5 2 0 0 46 39
1 35 3 132879 16 10 3 13 1 5 2 0 0 40 39
0 44 3 94706 10 13 4 12 5 2 2 0 0 40 25
1 48 2 273767 13 14 3 4 6 5 1 7688 0 40 39
1 43 5 204235 10 13 3 12 1 5 2 0 0 50 39
0 39 6 144860 10 13 3 4 1 5 2 0 0 40 39
1 44 3 185832 12 9 3 7 1 5 2 7298 0 40 39
1 81 3 55314 10 13 3 1 1 5 2 0 0 4 39
0 44 3 200194 16 10 3 3 1 5 2 0 0 40 39
0 37 3 339772 12 9 3 3 1 3 2 0 0 40 39
1 54 3 159755 12 9 3 4 1 5 2 7688 0 40 39
0 24 3 200207 12 9 5 6 2 5 2 0 0 40 39
0 27 3 31493 10 13 3 13 1 5 2 0 0 30 39
0 31 3 168981 12 9 3 1 4 5 1 0 0 38 39
0 20 3 201729 16 10 5 11 4 5 2 0 0 33 39
0 30 5 105749 10 13 3 12 1 5 2 0 0 50 39
0 56 1 101847 12 9 3 1 1 5 2 4064 0 40 39
0 46 3 110646 8 12 3 1 6 5 1 0 0 56 39
0 34 3 139753 16 10 5 4 2 5 1 2174 0 50 39
0 25 3 255004 16 10 5 12 4 5 2 0 0 30 39
1 34 3 341954 10 13 3 4 1 5 2 0 0 40 39
0 43 3 124330 16 10 1 4 2 5 1 0 0 46 39
1 46 3 64563 13 14 3 10 1 5 2 0 1887 45 39
1 32 5 29254 16 10 3 5 1 5 2 0 0 50 39
0 31 3 151053 16 10 3 14 1 5 2 0 0 34 39
0 66 4 45702 1 6 3 5 1 5 2 0 0 50 39
0 37 3 164193 9 11 3 1 1 5 2 0 0 40 39
0 73 3 109651 12 9 3 11 1 5 2 0 0 30 39
0 30 3 126364 12 9 3 1 1 5 2 0 0 45 39
0 31 3 328199 12 9 5 13 2 5 1 2354 0 40 39
0 44 5 180096 13 14 1 4 2 5 2 0 0 20 39
0 23 3 197613 16 10 5 1 4 5 1 0 0 40 39
1 35 3 170195 16 10 3 13 1 5 2 0 0 40 39
0 48 1 56482 1 6 5 3 2 3 2 0 0 40 39
0 53 3 23686 10 13 1 4 2 5 1 0 1741 40 39
1 62 6 200916 10 13 3 4 1 5 2 0 0 40 39
0 44 3 160261 12 9 3 8 1 2 2 0 2377 35 17
0 21 3 129232 16 10 5 1 4 5 2 0 0 40 39
1 22 2 249727 16 10 3 11 1 5 2 0 0 40 39
0 35 6 106448 13 14 5 10 2 5 2 0 0 45 39
0 61 2 313852 10 13 1 10 2 5 1 0 0 40 39
0 33 3 213722 12 9 3 14 1 5 2 0 0 35 12
0 29 3 120645 8 12 3 13 6 3 1 0 0 40 39
0 21 5 199419 12 9 5 8 4 5 1 0 0 50 39
0 23 3 132053 16 10 5 1 2 5 1 0 0 40 39
0 21 3 311570 8 12 5 13 4 5 1 0 0 35 39
0 30 3 187203 10 13 3 6 1 5 2 0 0 40 39
0 76 3 201240 12 9 5 1 3 5 1 0 0 40 39
1 51 3 150999 12 9 3 7 1 5 2 0 0 40 39
0 30 5 24961 12 9 1 14 2 5 2 0 0 40 39
0 36 2 152021 2 7 1 8 5 3 1 0 0 30 39
0 20 3 374116 2 7 5 12 4 5 1 0 0 40 39
1 73 3 35370 10 13 1 4 5 5 1 0 0 40 39
0 38 3 65291 10 13 3 13 6 5 1 0 0 24 39
0 36 5 48585 16 10 3 10 6 5 1 0 0 4 39
0 26 3 132661 12 9 5 1 4 5 1 0 0 40 39
0 52 3 267583 1 6 1 7 5 5 1 0 0 40 39
0 50 3 313297 5 3 1 7 5 5 1 0 0 40 26
0 66 3 290578 6 4 6 7 2 5 1 0 0 40 39
1 32 3 246038 10 13 5 10 2 5 2 0 0 40 39
0 42 1 125461 9 11 1 4 5 5 2 0 323 40 39
0 56 5 206149 6 4 5 8 5 3 1 0 0 58 39
0 59 2 205718 16 10 3 10 6 5 1 0 0 24 2
1 37 3 241153 10 13 3 10 1 5 2 15024 0 50 39
1 49 3 186706 12 9 3 3 6 5 1 7688 0 40 39
1 60 3 216574 10 13 1 4 2 5 1 0 0 40 39
0 46 3 49570 12 9 1 1 2 5 1 0 0 40 39
1 42 6 82161 12 9 3 11 1 5 2 0 0 72 39
0 44 3 191268 12 9 5 1 2 5 1 0 0 43 39
0 31 3 59469 12 9 5 8 2 5 2 0 0 40 39
0 30 3 197947 16 10 1 12 2 5 2 0 0 58 39
1 35 3 180131 10 13 6 12 2 5 2 0 0 50 39
0 17 3 156732 2 7 5 8 3 5 1 0 0 20 39
0 22 3 415755 6 4 3 7 1 5 2 0 0 40 39
0 22 3 228254 16 10 5 1 5 3 1 0 0 37 39
0 28 5 414599 8 12 5 4 2 5 2 0 0 21 13
0 35 3 357173 16 10 3 14 1 5 2 0 0 50 39
0 38 3 174308 12 9 5 5 2 5 2 0 0 48 39
1 49 1 61885 10 13 3 4 1 5 2 0 0 45 39
1 42 3 123838 10 13 3 12 1 5 2 0 0 60 39
0 53 3 119170 12 9 3 14 1 3 2 0 1740 40 39
0 59 3 219426 7 5 3 3 1 5 2 0 0 50 39
0 18 4 184920 12 9 5 5 4 5 2 0 0 25 39
1 39 2 187385 13 14 3 10 6 5 1 0 0 28 39
0 26 3 234258 12 9 3 7 1 3 2 0 0 40 39
0 24 3 387663 16 10 4 5 5 5 1 0 0 40 39
0 45 3 151817 13 14 6 13 5 5 1 0 0 36 39
1 34 3 187203 15 15 3 12 1 5 2 7688 0 40 39
0 27 2 67187 12 9 1 1 2 1 1 0 0 33 39
0 48 3 194526 16 10 3 12 6 5 1 0 0 40 39
0 20 3 73266 16 10 5 14 4 2 2 0 0 40 39
1 49 5 340755 13 14 3 4 1 5 2 5178 0 40 39
0 26 3 168552 12 9 1 4 5 5 1 0 0 40 39
1 38 4 188069 10 13 3 12 1 5 2 15024 0 40 39
0 27 3 198587 12 9 5 12 5 3 1 0 0 60 39
0 21 6 33423 16 10 5 8 2 5 1 0 0 35 39
1 40 1 190910 10 13 3 10 1 5 2 0 0 40 39
0 47 3 195963 6 4 5 14 2 4 2 0 0 48 33
0 24 3 345066 12 9 5 6 2 3 1 0 0 50 39
1 43 3 195258 12 9 3 3 1 5 2 0 0 40 39
0 44 3 262233 16 10 1 4 5 5 2 0 0 47 39
0 56 3 78707 7 5 3 8 6 5 1 4508 0 28 39
1 53 4 251240 10 13 3 4 1 5 2 0 2415 50 39
0 36 5 414056 12 9 3 3 1 5 2 0 0 40 39
0 56 2 174564 3 8 1 14 2 5 2 0 0 40 39
0 26 3 236242 9 11 5 1 2 5 1 0 1590 40 39
0 31 3 31286 9 11 1 3 2 5 2 0 0 40 39
0 19 3 234476 16 10 5 12 4 5 1 0 0 7 39
0 26 3 414916 12 9 5 13 3 5 2 0 0 40 39
0 40 3 223881 16 10 1 13 2 5 2 0 0 50 39
0 21 3 284651 16 10 5 12 4 5 1 0 0 20 39
1 35 3 38948 9 11 3 3 1 5 2 3103 0 40 39
0 33 3 157887 7 5 3 7 1 5 2 0 0 50 39
0 59 3 70796 12 9 3 9 6 3 1 0 0 15 39
0 49 2 97176 12 9 7 8 2 5 1 0 0 47 39
0 54 3 146834 16 10 3 12 1 5 2 0 0 40 39
0 23 3 490645 16 10 3 10 1 5 2 2829 0 42 39
0 61 6 31577 13 14 3 10 1 5 2 0 0 30 39
0 33 3 145437 12 9 5 3 4 5 2 0 0 43 39
1 36 6 21798 10 13 3 11 1 5 2 15024 0 40 11
1 57 3 142076 12 9 3 7 1 5 2 4386 0 40 39
0 22 3 136230 12 9 5 1 4 5 2 0 0 40 39
1 47 3 184169 13 14 1 10 5 5 1 0 0 40 39
0 23 3 175778 16 10 5 8 2 5 1 0 0 20 39
0 46 2 59174 12 9 7 10 5 1 1 0 0 33 39
0 49 3 123713 10 13 1 4 2 5 2 0 0 45 39
0 51 3 108435 3 8 5 8 4 5 2 0 0 40 39
0 21 3 39182 8 12 5 6 4 5 2 0 0 40 39
0 33 2 203051 12 9 5 1 4 5 2 0 0 46 39
1 45 1 363418 10 13 3 10 1 5 2 0 0 40 39
0 27 2 113054 10 13 5 11 2 5 1 0 0 32 39
0 27 2 163320 8 12 5 11 4 5 2 0 0 40 39
0 34 3 118710 12 9 5 6 2 5 2 0 0 40 39
0 56 3 170066 12 9 3 1 1 5 2 0 0 40 39
0 24 3 135267 16 10 3 1 6 5 1 0 0 40 39
0 24 3 361278 16 10 5 1 2 5 1 0 0 40 39
0 59 5 165867 10 13 3 4 1 5 2 0 0 25 39
0 33 3 300497 16 10 1 7 2 3 2 0 0 40 39
0 49 6 255928 12 9 3 13 1 5 2 0 0 40 39
0 41 3 27305 12 9 1 3 2 5 2 0 0 40 39
0 34 3 29933 12 9 5 8 2 5 2 0 0 40 39
0 43 3 265434 2 7 5 8 2 3 2 0 0 40 39
0 18 3 145643 2 7 5 8 4 5 1 0 0 9 39
0 30 3 119562 12 9 3 7 1 5 2 3942 0 40 39
0 29 3 115549 12 9 3 14 1 5 2 2635 0 40 39
1 50 3 39590 12 9 3 5 1 5 2 0 0 48 39
0 24 3 97676 16 10 3 13 1 5 2 0 0 40 39
0 53 3 34973 2 7 3 12 1 5 2 0 0 40 39
0 52 3 312446 12 9 3 3 1 5 2 0 0 40 39
1 42 1 88909 10 13 3 4 1 5 2 0 0 40 39
1 36 3 117381 10 13 3 10 1 5 2 0 0 55 39
0 34 4 513977 12 9 1 3 2 3 2 0 0 50 39
0 38 1 39089 12 9 5 14 2 5 2 6849 0 50 39
0 32 3 341672 10 13 5 12 2 2 2 2174 0 45 36
0 31 2 400535 12 9 3 3 1 5 2 0 0 72 39
0 34 5 338042 12 9 3 5 1 5 2 0 0 60 39
0 49 3 216734 10 13 1 4 2 5 1 0 0 40 39
0 54 5 224207 12 9 7 3 2 5 2 6849 0 50 39
1 58 3 107897 10 13 3 4 1 5 2 7688 0 40 39
0 28 3 205903 12 9 3 7 1 5 2 0 0 40 39
0 36 3 191754 12 9 3 3 1 5 2 0 0 50 39
1 26 3 216225 8 12 3 12 6 5 1 0 0 50 39
0 33 3 125762 12 9 3 6 1 5 2 0 0 40 39
0 51 3 201062 12 9 3 8 3 3 1 0 0 40 23
0 53 2 25820 9 11 1 4 2 1 2 0 0 48 39
0 33 3 553405 9 11 5 12 4 5 2 0 0 40 39
1 45 1 78022 10 13 3 10 1 5 2 0 0 40 39
0 27 3 207631 5 3 5 7 2 5 1 0 0 52 26
0 35 3 203988 12 9 1 12 2 5 2 0 0 60 39
0 47 3 122194 12 9 1 3 5 5 1 0 0 40 39
0 17 3 318918 1 6 5 5 4 5 2 0 0 30 39
0 55 4 264453 9 11 1 4 5 5 2 0 0 30 39
0 28 5 183523 12 9 3 3 1 5 2 0 0 35 39
0 46 5 98881 13 14 1 10 2 5 1 0 0 45 39
0 18 3 184101 2 7 5 5 4 5 2 0 0 6 39
0 43 2 135056 12 9 6 1 3 5 1 0 0 35 39
0 60 5 71457 12 9 3 14 1 5 2 4508 0 8 39
1 55 5 96459 1 6 3 5 1 5 2 0 1887 70 39
0 52 3 134184 12 9 1 8 2 5 1 2597 0 36 39
0 40 3 153132 10 13 3 3 1 5 2 0 0 31 39
0 52 3 173991 12 9 3 7 1 5 2 0 0 38 39
0 27 1 96219 12 9 5 13 4 5 1 0 0 40 39
0 44 3 152744 13 14 5 10 2 2 1 0 0 40 30
0 56 3 182142 12 9 3 3 1 5 2 0 0 40 39
0 35 3 48915 10 13 5 1 2 5 2 0 0 40 39
0 35 3 24126 16 10 1 4 5 5 1 0 0 40 39
0 47 2 263984 12 9 3 8 1 3 2 0 0 40 33
0 42 2 118261 9 11 1 10 5 5 1 0 0 50 39
0 63 3 106141 6 4 3 12 1 5 2 0 0 45 39
1 48 6 355320 9 11 3 4 1 5 2 0 0 15 11
0 41 3 118915 10 13 6 12 2 5 1 0 0 40 39
0 17 3 75885 2 7 5 8 4 5 1 0 0 10 39
0 26 6 93806 16 10 5 1 3 5 2 0 0 25 39
0 33 2 255058 10 13 1 10 4 5 2 0 2339 40 39
0 41 3 120277 12 9 1 7 2 5 2 0 0 40 39
0 20 3 120046 16 10 5 1 4 5 2 0 0 25 39
0 26 3 209384 16 10 3 6 1 5 2 0 0 40 39
0 35 2 742903 13 14 3 10 1 5 2 0 0 40 39
0 47 4 147869 12 9 3 12 1 5 2 0 0 50 39
0 64 3 268965 12 9 1 1 2 5 1 0 0 22 39
0 32 3 41210 12 9 3 3 1 5 2 0 0 40 39
0 47 3 128378 9 11 3 1 1 3 2 0 0 40 39
0 22 3 131291 12 9 5 8 2 5 2 0 0 20 39
0 35 3 187046 10 13 5 4 2 5 2 0 0 45 39
0 53 3 221672 3 8 3 8 1 5 2 0 0 40 39
0 29 5 70100 12 9 3 5 1 5 2 0 0 80 39
0 23 3 199586 12 9 3 13 1 5 2 0 0 40 39
1 45 3 243743 16 10 3 12 1 5 2 0 0 50 39
0 20 6 375931 16 10 5 1 4 5 2 0 0 15 39
1 42 3 139012 9 11 3 10 1 2 2 0 0 40 40
0 45 3 167617 9 11 3 3 1 5 2 0 0 40 39
0 77 3 88269 5 3 3 8 1 5 2 0 0 20 39
0 32 3 70377 15 15 5 10 2 5 1 0 0 40 39
0 21 3 431745 16 10 5 8 2 3 1 0 0 10 39
1 32 3 72967 15 15 3 10 1 5 2 0 0 25 39
1 41 3 174373 12 9 3 12 1 5 2 0 0 30 39
0 42 3 145178 12 9 6 13 2 3 1 0 0 40 39
0 26 2 113948 10 13 5 11 2 5 1 0 0 48 39
0 66 3 135446 12 9 3 12 1 5 2 0 0 40 39
0 41 3 43711 12 9 5 8 2 5 2 0 0 30 39
0 40 3 137304 10 13 5 1 5 3 1 0 0 65 39
0 21 3 180690 16 10 5 8 4 5 2 0 0 40 39
0 40 3 135384 12 9 6 7 5 3 1 0 0 40 39
0 48 3 178137 12 9 1 7 5 5 1 0 0 44 39
1 62 5 113440 10 13 3 10 1 5 2 15024 0 40 39
1 45 3 110243 13 14 3 4 1 5 2 0 0 50 39
0 42 4 165981 16 10 3 5 1 5 2 0 0 60 39
0 20 3 246635 16 10 5 12 4 5 1 2597 0 20 39
1 30 3 553405 12 9 3 3 1 5 2 0 0 40 39
0 59 3 137506 7 5 7 6 5 5 2 0 0 40 39
0 22 3 313730 8 12 5 5 2 3 1 0 0 40 39
0 23 1 102684 16 10 5 1 2 5 2 0 0 60 39
0 55 3 265579 16 10 7 4 2 5 1 2354 0 40 39
1 58 3 101338 12 9 3 3 1 5 2 0 0 40 12
1 67 3 188903 10 13 3 10 1 5 2 0 0 40 39
0 51 3 231919 2 7 3 3 1 5 2 0 0 45 39
0 37 3 253006 16 10 6 12 2 5 2 0 0 45 39
0 34 3 258425 9 11 5 12 2 1 2 2597 0 45 39
0 49 3 168837 9 11 1 8 5 5 1 0 0 20 39
0 46 3 177536 16 10 1 12 5 5 2 0 0 60 39
0 29 3 168524 16 10 5 13 2 5 1 0 0 40 39
0 19 4 108551 12 9 5 1 4 5 1 0 0 20 39
1 38 5 180477 15 15 3 10 1 5 2 0 0 37 39
0 58 5 162970 16 10 3 3 1 5 2 0 0 40 39
0 43 3 104196 12 9 3 7 1 5 2 0 0 43 39
1 34 3 329288 12 9 3 7 1 5 2 4386 0 55 39
0 59 5 39398 12 9 3 12 6 5 1 0 0 42 39
0 33 3 70240 16 10 5 8 4 2 1 0 0 40 30
0 17 3 153021 16 10 5 1 4 5 1 0 0 6 39
0 29 2 152461 10 13 5 13 2 5 1 0 0 40 39
0 33 3 171892 8 12 5 7 2 5 1 0 0 42 39
0 45 3 128141 2 7 6 13 5 5 1 0 0 40 33
0 68 3 182574 16 10 7 1 2 5 1 991 0 29 39
0 33 2 189145 10 13 5 10 2 5 1 0 0 20 39
1 49 4 218835 15 15 3 10 1 5 2 0 0 60 39
1 46 2 132994 16 10 3 1 6 5 1 7688 0 40 39
0 54 3 83103 10 13 3 12 1 5 2 0 0 67 39
0 31 3 198103 12 9 5 7 4 5 2 0 0 40 39
0 39 4 144154 10 13 5 10 5 5 1 0 0 80 39
0 36 3 140854 6 4 3 1 1 5 2 0 0 45 32
0 35 5 187589 10 13 3 3 1 5 2 0 0 7 39
1 36 3 112271 10 13 3 13 1 5 2 0 1902 40 39
0 27 3 199118 16 10 5 1 4 5 1 0 0 40 26
1 46 3 178642 12 9 3 6 6 5 1 0 0 40 39
1 34 3 113708 3 8 3 3 1 5 2 0 0 59 39
0 29 1 185670 10 13 3 10 1 5 2 0 0 40 39
1 49 3 209739 9 11 3 4 1 5 2 7688 0 60 39
0 52 5 155278 1 6 3 4 1 5 2 0 0 40 39
0 30 3 119422 9 11 3 14 1 5 2 0 0 40 39
1 46 2 326292 13 14 3 4 1 5 2 0 0 40 39
1 35 3 212512 12 9 3 3 1 5 2 0 0 50 39
0 37 3 33440 12 9 6 8 5 5 1 0 0 40 39
1 38 6 185180 15 15 3 10 1 5 2 7688 0 40 39
1 46 5 504941 9 11 3 4 1 5 2 0 0 40 39
0 42 3 192014 7 5 5 7 2 5 2 0 0 24 39
1 48 4 192755 10 13 5 4 2 5 1 0 0 55 2
1 59 3 220896 15 15 1 8 2 5 2 27828 0 60 39
0 22 3 189832 16 10 5 8 4 5 1 0 0 25 39
0 38 3 235638 12 9 5 6 2 3 1 0 0 40 39
0 39 3 134367 12 9 5 3 2 5 1 0 0 43 39
0 41 3 171231 16 10 3 3 1 5 2 0 0 40 29
0 19 3 253529 3 8 5 1 4 5 2 0 0 9 39
0 47 6 210557 12 9 3 11 1 5 2 0 0 40 39
1 47 3 362835 16 10 3 3 1 5 2 0 0 40 39
0 55 3 186479 12 9 3 4 1 5 2 0 0 40 39
0 37 6 115360 13 14 1 10 5 5 1 0 0 40 39
0 29 3 184806 8 12 5 8 4 5 2 0 0 20 39
1 34 5 450141 10 13 3 4 1 5 2 15024 0 35 39
0 41 3 200479 12 9 3 14 1 5 2 0 0 40 39
0 34 3 152493 12 9 1 14 5 5 2 0 0 60 39
1 29 3 135791 10 13 3 4 6 5 1 15024 0 50 5
0 37 5 50096 9 11 3 3 1 5 2 0 0 30 39
1 55 3 173832 13 14 1 12 2 5 2 10520 0 40 39
0 52 3 224198 12 9 3 4 6 5 1 0 0 45 39
0 57 3 111553 7 5 3 14 1 5 2 0 0 50 39
1 67 3 191380 10 13 3 4 1 5 2 0 0 40 39
0 20 3 34242 16 10 5 8 4 5 2 0 0 20 39
1 58 3 100054 10 13 3 12 1 5 2 0 1902 70 39
0 62 3 110103 12 9 7 3 5 3 1 0 0 40 39
1 40 3 196626 12 9 3 7 1 5 2 0 0 45 39
0 26 3 190040 10 13 5 1 4 5 1 0 0 40 39
1 42 3 152629 16 10 3 12 1 5 2 0 0 45 39
0 18 1 263162 12 9 5 14 4 5 2 0 0 40 39
0 34 3 205581 12 9 3 12 6 5 1 0 0 40 39
1 50 3 155434 12 9 3 6 1 5 2 0 0 40 39
0 30 3 415922 12 9 3 3 1 4 2 0 0 32 39
0 42 2 221581 12 9 1 1 2 5 1 0 0 40 39
0 37 3 135089 16 10 1 8 5 5 1 0 0 56 39
0 47 3 117774 12 9 3 12 1 5 2 0 0 40 32
0 46 3 206707 16 10 1 7 2 5 1 0 0 40 39
1 30 3 315640 13 14 5 10 2 2 2 0 0 45 20
1 52 3 210736 12 9 3 3 1 5 2 7298 0 50 39
0 23 2 456665 12 9 5 8 4 3 2 0 0 40 39
0 35 5 133935 16 10 4 3 2 5 2 0 0 40 39
0 44 3 106982 10 13 5 1 2 5 1 0 0 70 39
0 35 3 126569 13 14 3 3 1 5 2 0 0 40 39
0 31 6 209954 16 10 5 4 2 5 2 0 0 40 39
0 50 6 46401 16 10 1 4 2 5 1 0 0 40 39
0 29 3 410216 12 9 3 12 1 5 2 0 0 40 39
0 39 3 410509 12 9 1 6 5 5 2 0 0 40 39
0 22 3 382199 10 13 3 12 1 5 2 0 0 40 39
0 33 3 84130 12 9 3 3 1 5 2 0 0 40 39
0 42 3 243380 13 14 1 12 2 5 2 0 0 50 39
1 31 3 329635 10 13 3 1 1 5 2 0 0 50 39
0 23 3 241752 12 9 3 3 1 5 2 0 0 40 39
0 33 3 172579 12 9 3 3 6 5 1 0 0 40 39
0 48 2 121179 16 10 1 4 2 5 1 0 0 52 39
1 46 3 76131 5 3 3 8 6 2 1 0 0 40 30
1 57 3 138777 10 13 3 11 6 5 1 0 0 45 11
0 44 6 195212 13 14 5 1 2 3 1 0 0 52 39
0 20 3 315135 16 10 5 14 4 5 2 0 0 15 39
1 44 3 248406 8 12 3 3 1 5 2 0 0 40 39
0 29 3 231601 2 7 3 3 1 5 2 0 0 60 39
0 71 5 126807 13 14 3 5 1 5 2 0 1411 70 39
0 31 3 198513 16 10 3 1 6 5 1 0 0 40 39
0 37 3 162651 12 9 3 10 1 5 2 0 0 40 4
1 90 3 197613 12 9 5 1 2 5 1 0 0 40 39
1 49 3 184098 10 13 3 12 1 5 2 0 0 50 39
0 53 3 174655 6 4 5 8 4 5 2 0 0 40 39
0 17 3 161123 3 8 5 8 4 5 2 0 0 32 39
0 43 3 390369 4 2 3 5 1 5 2 0 0 70 26
0 35 5 354520 12 9 4 8 2 5 1 0 0 40 39
0 25 3 364631 12 9 5 12 4 5 1 0 0 40 26
1 35 3 323120 8 12 5 7 2 5 1 0 0 44 39
0 58 6 32367 16 10 3 4 1 5 2 0 0 40 39
1 51 3 229259 10 13 3 4 1 5 2 0 0 45 39
0 31 3 274818 16 10 5 1 2 5 1 0 0 40 39
1 40 4 248476 15 15 3 10 1 5 2 0 0 50 39
0 38 3 98080 16 10 5 1 3 4 2 0 0 40 19
0 44 3 56651 8 12 3 7 1 5 2 0 0 42 39
0 43 3 216411 4 2 5 1 5 5 1 0 0 30 6
1 31 3 226443 15 15 3 10 1 5 2 0 1977 70 39
0 21 3 119039 16 10 5 1 4 5 1 0 0 18 39
0 25 3 136277 10 13 5 1 4 3 1 0 0 40 39
1 52 2 149508 16 10 3 11 1 5 2 0 0 40 39
1 53 3 449376 12 9 3 11 1 3 2 0 0 40 39
0 18 3 143450 16 10 5 6 4 3 2 0 0 20 39
0 41 3 227065 12 9 5 8 4 5 2 0 0 40 39
0 26 3 175801 12 9 3 3 1 5 2 0 0 40 39
0 29 3 260346 12 9 6 8 2 5 1 0 0 25 39
0 37 3 54159 12 9 5 5 2 5 2 0 0 45 39
0 24 3 143246 16 10 5 7 4 3 1 2597 0 45 39
0 32 3 115854 16 10 1 1 5 3 1 0 0 41 39
0 35 3 138441 12 9 3 1 1 5 2 0 0 40 39
0 23 5 149704 1 6 5 12 4 5 1 0 0 40 39
1 38 3 22245 16 10 3 4 1 5 2 0 0 40 39
0 27 3 104017 10 13 3 10 6 5 1 0 1628 50 39
1 46 3 165468 16 10 3 3 1 5 2 0 0 50 39
