"dat[, 6]" "Temperature" "Humidity" "Wind.Speed" "general.diffuse.flows" "diffuse.flows"
"5077" 14941.26633 6.883 62.57 0.092 0.062 0.137
"9195" 25409.03226 13.81 57.74 0.073 0.062 0.133
"7294" 17656.28141 14.27 74.7 0.073 134.7 130.2
"37612" 13167.3953 21.52 87 4.91 0.055 0.141
"51423" 10112.84514 8.63 88.9 0.08 0.055 0.145
"24587" 21326.76923 25.31 63.51 0.069 369.4 307.9
"23075" 11372.30769 21.36 57.94 0.085 0.095 0.211
"50353" 9513.565426 18.42 58.28 0.082 224.4 108.9
"23788" 16452.92308 15.41 70.5 0.078 0.044 0.13
"37527" 13932.25741 22.21 89.2 4.917 205.4 177
"7209" 15114.93467 13.98 65 0.073 0.077 0.115
"50949" 15973.10924 16.23 76 0.069 0.044 0.108
"36173" 14773.60572 19.84 88.6 0.332 0.102 0.115
"20342" 10622.18623 17.66 79.3 0.066 4.079 3.351
"49663" 15857.86315 15.94 58.71 0.083 0.066 0.137
"45730" 18841.44578 21.05 60.57 0.072 514 70.4
"31852" 20265.32915 26.91 54.22 4.903 0.088 0.107
"29024" 30643.68201 38.98 14.81 0.07 878 86.9
"8066" 18628.82412 13.63 62.25 0.083 0.044 0.111
"49416" 9363.745498 6.928 85.7 0.084 0.051 0.145
"1727" 19234.6988 15.18 83.8 0.078 0.055 0.156
"16289" 15371.63636 15.22 78.5 0.081 0.026 0.133
"11048" 16130.32258 11.87 87.9 0.088 144.8 132.4
"8643" 17314.83871 13.93 84.7 0.089 0.022 0.133
"22180" 23920.24615 20.11 85.7 0.068 0.044 0.152
"39039" 10019.69356 19.8 84.8 4.915 0.073 0.122
"15502" 17774.54545 23.03 32.83 0.086 735 768
"17235" 17448.72727 25.88 37.37 4.917 618 222.8
"2283" 25416.86747 11.76 59.88 0.084 0.059 0.126
"43506" 11053.1307 17.04 83.4 4.92 0.069 0.148
"27169" 26703.2636 28.7 63.06 4.914 677.1 97.9
"25206" 28475.07692 21.53 78.7 4.918 0.062 0.122
"26319" 24889.70711 27.01 67.88 4.924 295.5 275.5
"43112" 10241.94529 18.53 66.41 4.925 268.5 114.7
"40790" 9944.316109 21.26 65.09 0.081 0.073 0.063
"30002" 23793.13808 26.32 54.42 4.908 257.2 221.9
"35812" 16273.91216 25.96 70.1 0.341 485.1 81.7
"35327" 12702.59448 20.68 54.45 4.921 126 35.95
"23191" 24197.90769 19.72 64.72 0.08 0.037 0.167
"10375" 15973.54839 14.27 83.7 0.072 0.026 0.167
"1030" 14423.13253 14.03 73.1 0.086 0.059 0.2
"42536" 10066.8693 19.23 86.4 4.917 37.91 33.12
"13454" 17076.36364 14.47 91.4 0.066 94.4 88.3
"48141" 6200.240096 15.48 77.8 0.077 0.044 0.174
"40606" 14659.69605 20.76 82.3 0.077 0.062 0.107
"44565" 9970.120482 21.27 69.28 0.073 515.7 512.2
"33588" 14457.17868 23.38 57.95 4.921 0.11 0.074
"10937" 24503.22581 11.55 85.8 0.068 0.066 0.163
"43736" 12657.99392 17.25 72.5 0.079 21.33 18.79
"32062" 26061.44201 34.59 24.51 4.905 671.3 141.8
"2846" 25254.93976 12.05 72.2 0.082 10.38 10.66
"19192" 10394.81781 18.21 65.14 0.074 12.28 10.71
"20451" 18166.15385 17.97 83.1 0.066 0.029 0.196
"29913" 33222.42678 31.74 40.48 4.906 460.2 96.8
"26499" 27353.9749 24.33 87.3 4.918 0.062 0.144
"48200" 13207.20288 18.2 63.31 0.084 98.2 116.8
"6206" 14929.68844 9.1 91 0.081 0.059 0.122
"45556" 12248.6747 18.7 62.01 0.073 68.02 50.18
"14515" 26408.72727 16.18 79.4 0.072 83.6 87.1
"45233" 10698.79518 19.08 69.88 0.072 0.055 0.096
"37074" 14238.20225 24.98 42.88 0.324 653.1 38.04
"16001" 15109.81818 14.01 89.6 0.073 0.026 0.122
"42889" 19579.33131 21.14 70.6 0.081 0.037 0.107
"29096" 28812.05021 27.09 30.84 4.904 0.095 0.133
"30015" 30444.85356 31.68 34.71 4.908 640.6 95
"6980" 16567.9598 13.53 79 0.069 78.7 79.3
"20861" 27325.02024 19.34 78.2 4.926 0.468 0.386
"24922" 26519.63077 19.25 76.7 4.917 0.048 0.141
"26483" 34391.29707 24.56 84.6 4.919 0.084 0.126
"16126" 23092.36364 14.98 87 0.083 0.018 0.167
"10712" 14684.51613 12.04 79 0.087 112.1 105.4
"32825" 33699.31034 22.29 64.45 0.067 0.08 0.141
"42538" 10247.78116 19.31 86.6 4.915 49.46 42.65
"19515" 18125.34413 20.73 67.77 4.928 903 63.56
"33716" 18453.66771 21.43 57.62 4.921 0.099 0.059
"26904" 35463.76569 28.17 65.9 4.928 61.46 59.96
"33277" 24315.98746 24.72 89.9 4.921 0.073 0.156
"12811" 20241.29032 18.14 71.8 0.078 0.037 0.078
"1962" 17094.93976 18.05 55.84 0.087 310.4 307.7
"13309" 16424.72727 14.51 89.5 0.076 95.9 85.8
"46766" 17175.90361 13.89 45.97 0.084 3.503 3.587
"40055" 12593.79939 19.9 70.7 4.919 0.069 0.141
"2226" 15221.20482 12.85 70.2 0.082 135.7 141.6
"2831" 16175.42169 11.38 66.54 0.08 13.07 13.45
"7273" 17222.11055 14.15 68.78 0.072 176.1 179.1
"36712" 19562.8192 21.48 60.85 0.27 0.099 0.093
"31425" 17942.06897 26.4 75.1 4.905 0.08 0.13
"40917" 11800.12158 17.82 80.5 0.076 0.04 0.193
"6076" 14072.92462 10.75 91.1 0.081 0.051 0.182
"51145" 9115.966387 15.66 74 0.069 0.059 0.111
"25330" 33354.83077 22.08 82.5 4.925 0.066 0.1
"28165" 31107.61506 28.26 69.4 4.917 632.7 278.9
"39563" 14274.52888 25.82 49.15 4.917 103.3 75.7
"42845" 12412.88754 23.66 63.21 4.928 704 257.7
"37661" 14297.03779 24.41 71.7 4.925 276.3 214.2
"41959" 11946.01824 18.5 90.2 0.068 37.43 31.48
"7262" 14964.42211 13.61 74.5 0.073 106.1 107.9
"36568" 19609.88764 21.81 59.75 0.274 0.077 0.104
"7805" 14003.45729 13.61 73.2 0.084 0.059 0.133
"51071" 9035.294118 16.74 65.95 0.075 198.8 191.3
"32689" 29708.84013 22.63 65.32 4.909 0.077 0.078
"41625" 11817.62918 19.5 91.7 0.066 0.051 0.156
"51160" 8896.9988 14.62 78 0.069 0.033 0.167
"37091" 14608.86619 28.52 33.84 0.323 777 34.46
"34618" 16094.29467 24.63 92.4 4.919 97.5 74.3
"52121" 14359.66387 13.4 59.65 0.076 0.055 0.111
"44495" 13324.33735 19.42 72 0.069 0.051 0.13
"38729" 17468.27375 20.93 78.9 4.918 0.058 0.111
"8879" 15509.03226 24.33 38.18 4.919 487.9 460.9
"18181" 10149.95951 16.53 63.96 0.08 0.402 0.363
"44206" 14249.63855 16.29 85 0.082 0.08 0.078
"24898" 28510.52308 23.75 43.73 4.917 0.095 0.082
"52337" 9605.762305 13.31 44.49 0.074 328.7 36.94
"25901" 33602.95385 25.14 63.6 4.919 3.572 3.031
"40454" 17863.58663 18.65 73 0.072 0.08 0.093
"21078" 11671.57895 19.52 86.6 4.924 332.6 288.5
"11594" 16275.48387 16.56 70.1 0.073 403.2 323.3
"33882" 14372.91536 18.97 79.3 4.911 8.7 6.846
"8022" 15931.17588 16.6 38.55 0.081 346.7 371.9
"42058" 11298.23708 19.64 89 4.919 0.095 0.059
"5382" 11797.86935 8.35 57.76 0.091 61.15 46.96
"37687" 14179.3667 23.2 81 4.921 98.7 85.2
"11823" 14301.29032 9.22 68.55 0.081 0.051 0.115
"37906" 11390.5618 20.34 66.42 4.916 0.044 0.13
"51468" 8505.162065 8.23 94.6 0.079 188.3 123.2
"6816" 11253.70854 10.62 75.7 0.086 0.285 0.349
"17305" 15635.95142 16.26 73.7 0.078 0.029 0.133
"26050" 32799.50769 23.53 59.81 4.918 0.077 0.133
"22359" 10722.46154 19.9 89.1 0.067 6.96 5.619
"47432" 7963.373494 13.15 69.9 4.916 145.2 30
"33184" 25188.71473 26.07 76.8 4.919 631.9 109.5
"9085" 14707.74194 12.82 62.65 4.916 0.04 0.108
"44746" 16013.49398 21.48 64.57 0.071 125.6 69.05
"12951" 22790.32258 17.13 87 0.065 0.04 0.141
"5352" 13980.30151 6.549 64.94 0.085 0.066 0.134
"44316" 17973.9759 22.11 58.14 0.074 44.88 13.84
"33455" 17821.69279 23.52 83 4.917 114.8 55.03
"51198" 9790.156062 18.56 59.08 0.078 475.6 67.72
"6071" 14373.94975 10.97 90.8 0.08 0.044 0.167
"31408" 22600.62696 27.87 65.86 4.904 0.08 0.119
"4243" 15724.33735 16.71 66.39 4.914 180.1 165.7
"36471" 8336.996936 20.86 79.6 0.323 0.069 0.137
"44106" 8212.048193 14.57 84 0.081 0.044 0.126
"19939" 16434.65587 23.4 51.02 0.072 598.6 282.7
"30695" 21541.31661 25.31 91.1 4.91 0.073 0.13
"14311" 14754.90909 14.87 84.5 0.071 110.9 102.4
"3919" 13989.39759 10.76 61.53 0.083 0.073 0.111
"4535" 16249.56784 11.6 57.96 4.923 626.3 668.4
"49943" 15149.09964 13.42 55.81 0.081 0.055 0.089
"4077" 11421.68675 11.03 68.95 4.917 0.055 0.134
"19107" 17297.48988 35.46 18.48 2.977 604.4 580.6
"10080" 20717.41935 13.69 80 0.079 0.04 0.141
"22605" 25072.24615 20.38 89 0.066 0.029 0.152
"566" 23803.37349 10.58 75.5 0.086 0.062 0.07
"15122" 20561.45455 14.36 81.9 0.083 0.033 0.133
"32419" 21047.77429 19.57 57.79 4.902 0.088 0.085
"22488" 17876.67692 20.76 89.2 0.065 0.04 0.141
"17310" 14539.91903 15.88 75 0.08 0.055 0.148
"35285" 19527.51788 20 59.22 4.923 0.099 0.093
"22744" 25834.33846 20.78 85.4 0.068 0.059 0.13
"21620" 20025.91093 18.83 88.9 4.919 0.077 0.141
"14256" 19781.81818 14.5 89.7 0.073 0.081 0.163
"11344" 21890.32258 14.65 69.72 0.085 51.92 48.01
"3419" 22126.26506 14.79 35.16 0.078 107.3 142.5
"13624" 18740.36364 16.26 74.6 0.073 109.1 103
"3563" 22068.43373 17.12 34.06 0.085 107.2 142.6
"31251" 29594.48276 25.58 88.1 4.911 0.069 0.126
"22775" 18260.67692 19.95 87.4 0.076 0.055 0.107
"37047" 9837.303371 19.36 66.09 0.287 0.066 0.148
"35007" 14779.48927 21.46 76 4.919 0.088 0.096
"14556" 16546.90909 15.27 87.2 0.067 0.055 0.089
"40927" 12774.71125 18.52 76.1 0.081 0.084 0.133
"43945" 10178.31325 19.23 56.94 0.082 0.091 0.059
"33537" 33061.31661 23.39 61.92 4.927 0.128 0.048
"31252" 29082.88401 25.6 88.4 4.909 0.088 0.144
"38013" 15844.41267 24.95 38.05 4.932 0.091 0.07
"49925" 9548.139256 13.41 59.21 0.082 9.04 9.11
"22665" 13764.92308 21.08 82.7 0.074 225.9 195
"22772" 21031.38462 19.91 87.4 0.075 0.04 0.133
"22275" 18561.96923 22.17 76 0.066 176.9 139.6
"26075" 23100.25105 20.77 72.5 4.92 0.066 0.107
"18755" 10977.81377 18.28 87.2 4.913 0.051 0.122
"32891" 23665.95611 24.72 59.55 0.073 535 39.94
"31013" 21607.52351 25.4 63.99 4.904 215.2 147.4
"15408" 20037.81818 13.79 66.6 0.082 0.055 0.067
"24490" 26241.96923 21.01 87.6 0.067 0.04 0.189
"32319" 24466.45768 25.53 44.38 4.903 673.1 37.35
"33581" 18098.55799 23.28 57.18 4.924 0.091 0.126
"37510" 13490.99081 21.61 90.5 4.915 138.9 117.1
"6250" 13337.72864 9.06 85.8 0.082 217.2 189.5
"38495" 9743.166496 18.56 85 4.915 45.48 28.44
"35167" 13120.32686 20.96 55.05 4.922 0.073 0.089
"51019" 8084.513806 16.15 69.96 0.072 0.066 0.133
"33925" 24081.25392 27.2 47.92 4.905 818 43.64
"7334" 23694.15075 9.68 85.1 0.082 0.048 0.119
"45437" 17557.59036 21.24 61.77 0.07 318.8 146
"33143" 20698.68339 23.63 72 0.063 0.11 0.078
"4978" 17858.89447 12.15 53.05 0.085 564.7 601.1
"47316" 10270.84337 20.09 48.98 0.085 511.8 73.9
"30502" 39735.56485 26.9 58.99 4.904 86 88.8
"44558" 9351.325301 20.32 71.9 0.07 277.7 253.9
"49787" 15068.42737 19.84 28.4 0.085 14.68 14.87
"18543" 17670.60729 20.58 77.7 4.921 234.6 243.5
"1835" 23306.0241 15.96 74.3 0.073 43.09 44.21
"33923" 23088.15047 27.68 43.78 4.906 831 44.54
"13982" 14173.09091 13.66 88.9 0.068 0.077 0.182
"612" 14666.0241 6.922 76.7 0.085 0.077 0.119
"19182" 13805.34413 20.26 52.97 0.08 0.095 0.089
"45799" 13087.22892 14.21 85.9 0.083 0.048 0.096
"48395" 10913.80552 14.09 71.2 0.081 0.062 0.115
"39706" 13831.00304 26.28 45.62 4.918 131.5 84.8
"527" 16077.10843 17.24 60.4 0.073 335.5 141.6
"48906" 10135.89436 17.1 37.53 0.091 411.9 36.66
"20239" 18504.2915 21.08 63.76 0.07 945 119.3
"30849" 15997.99373 22.4 75.8 4.909 0.073 0.141
"47863" 7749.39759 15.94 67.55 4.92 39.01 35.06
"4406" 16782.6506 14.63 82.3 4.928 122.6 125.6
"213" 16458.79518 15.08 57.23 0.076 396.6 40.66
"7451" 19057.20603 15.27 60.1 0.081 115.2 129.1
"42247" 8981.398176 15.93 87 4.912 87.7 74.9
"32757" 25856.80251 27.86 50.08 4.908 758 34.6
"19922" 12720.97166 17.85 73.3 0.08 307.4 289.7
"48629" 10349.09964 16.36 64.79 0.081 174.2 206.9
"423" 23520 9.05 84 0.072 0.062 0.093
"40876" 19392.58359 22.18 65.86 0.079 0.044 0.141
"43305" 13714.28571 20.15 70.9 4.921 118.2 33.12
"34752" 12531.15987 23.95 93.3 4.927 20.43 15.45
"22930" 11431.38462 19.02 76 0.08 0.073 0.145
"28091" 26980.41841 24.91 84.7 4.918 0.055 0.096
"48564" 9628.811525 12.43 78.7 4.92 0.081 0.174
"50871" 8937.334934 14.63 73.2 0.074 0.04 0.163
"43085" 11572.5228 17.43 70 0.08 0.029 0.122
"31973" 28053.66771 27.86 33.71 4.909 0.095 0.067
"35904" 11749.45863 22.05 89.8 0.31 101.6 74.6
"1877" 16626.50602 14.27 82.3 0.085 0.051 0.108
"13247" 20398.54545 14.92 87.2 0.071 0.029 0.145
"38321" 12961.47089 21.65 84 4.918 0.088 0.093
"47642" 16603.37349 13.24 79.3 0.073 0.066 0.063
"44095" 10906.98795 14.83 83.6 0.081 0.059 0.126
"15324" 16494.54545 16.4 76.6 0.083 585 96
"24237" 11732.67692 20.68 80.5 0.068 196.6 185.7
"47799" 15041.92771 17.52 71 4.925 0.048 0.119
"36288" 17179.97957 23.42 63.15 0.305 0.095 0.089
"39887" 14840.6079 23.45 63.19 4.922 0.121 0.063
"10721" 15630.96774 14.87 72.6 0.088 197 182.1
"27626" 40229.62343 27.42 58.13 4.908 26.25 24.96
"17105" 20887.27273 23.3 47.31 4.924 182.1 203.1
"18239" 17478.21862 26.24 41.47 0.083 724 107
"18379" 18131.17409 24.18 50.08 0.071 793 51.49
"1582" 19396.62651 12.03 70.1 0.086 0.055 0.104
"16356" 18560 22 49.72 0.085 517.7 375.2
"18020" 14650.68826 14.9 82.1 4.918 0.073 0.107
"8310" 15421.74874 16.35 60.61 0.083 374.9 411.1
"28905" 31113.64017 32.07 41.38 0.064 464.3 158.7
"1283" 24156.14458 15.09 77.2 0.072 0.073 0.093
"42662" 9897.629179 17.13 80.5 4.914 0.066 0.137
"37790" 12755.54648 21.59 93.4 4.916 161 130.4
"40373" 10714.65046 13.95 74.8 4.922 216 36.69
"37367" 13761.63432 23.11 57.13 4.919 705 46.21
"32040" 27253.16614 34.7 12.74 4.906 769 128.5
"38862" 19892.29826 22.48 76.8 4.924 0.066 0.122
"26330" 35409.53975 25.2 79.8 4.918 25.9 21.94
"42857" 12354.52888 20.88 83.9 0.08 112.4 100.1
"29415" 19593.64017 23.88 59.52 4.906 5.013 4.083
"29760" 32577.74059 34.65 33.45 4.909 701 64.38
"37336" 9849.07048 14.43 74.5 4.914 0.066 0.137
"10606" 17082.58065 18.5 48.23 0.077 650.6 126.3
"7457" 25390.31156 15.03 61.83 0.08 25.2 28.44
"48796" 16376.47059 13.05 56.64 0.083 0.048 0.119
"35653" 16238.61083 25.75 57.52 0.302 772 72.1
"7612" 27995.33668 13.02 68.32 0.081 0.059 0.115
"13332" 18542.54545 16.3 82.4 0.07 458.7 410.4
"102" 16765.3012 15.47 58.23 0.077 174.9 211.9
"52067" 10199.27971 14.28 46.66 0.077 172.2 121.6
"40842" 13305.77508 23.8 60.96 0.082 100.1 83.3
"14892" 16366.54545 17.63 81.9 0.082 519.4 273.6
"40682" 13480.85106 22.88 68.87 0.079 438.1 306.6
"32087" 38135.17241 32.49 15.54 4.905 23.99 19.69
"34876" 14697.93103 22.44 68.89 4.919 0.066 0.107
"15447" 11921.45455 10.65 78.5 0.079 0.121 0.256
"5145" 16730.05025 11.14 40.63 0.087 199.5 184.2
"29531" 29932.71967 22.59 53.92 4.904 0.08 0.156
"29573" 27137.07113 24.89 60.23 4.908 384.6 210.1
"24931" 24056.12308 18.52 78.9 4.919 0.066 0.104
"51924" 10735.17407 15.79 60.98 0.084 322.9 111.2
"34305" 16196.61442 22.36 89.5 4.919 0.106 0.1
"39373" 11152.34043 19.9 78.5 4.914 481.1 56.88
"49862" 9680.672269 13.08 55.44 0.079 0.051 0.13
"40884" 17554.28571 20.99 70.6 0.078 0.069 0.096
"13298" 13387.63636 14.04 89.7 0.642 25.35 22.55
"43629" 13480.85106 19.33 87 0.067 0.018 0.126
"7573" 17320.52261 17.43 48.44 0.086 668.7 723
"23912" 25131.32308 18.5 77.5 0.074 0.055 0.133
"45736" 18095.42169 21.05 60.44 0.073 417.7 83.6
"49779" 9329.171669 20.46 26.74 0.087 232.2 224.8
"45481" 20113.73494 18.74 64.34 0.072 0.084 0.085
"31403" 24839.62382 26.99 75.1 4.906 0.073 0.115
"34101" 33314.10658 24.65 80.5 4.927 47.59 46.85
"24442" 21137.72308 23.73 69.51 0.068 467.5 234.1
"24985" 17687.63077 26.72 40.36 4.927 890 47.35
"25092" 12689.72308 17.67 74.2 4.921 1.529 1.219
"184" 14619.75904 9.38 84.6 0.076 0.044 0.141
"20925" 11496.68016 16.81 89.6 4.918 82.7 67.09
"40248" 13655.92705 23.05 40.72 4.925 673 41.86
"41028" 17694.3465 19.17 84.1 0.101 0.066 0.119
"46385" 10866.50602 12 86.2 4.92 0.066 0.122
"523" 16383.61446 17.33 57.36 0.075 409.7 44.91
"19198" 11321.78138 18.03 64.98 3.057 149.2 138.8
"50591" 6661.22449 8.69 93.3 0.083 0.029 0.137
"12262" 13354.83871 11.85 86.1 0.091 0.044 0.122
"47692" 9386.024096 14.69 83.7 4.915 0.08 0.122
"17333" 13846.15385 18.01 72.6 0.083 407.4 402.6
"51150" 9110.204082 14.95 77.2 0.072 0.026 0.222
"3245" 18708.43373 14.15 63.57 0.082 601.3 653.1
"50346" 9807.442977 18.38 58.54 0.083 402.1 36.06
"38740" 14302.92135 20.5 83.1 4.912 0.077 0.111
"29785" 47580.25105 34.3 28.74 4.904 36.32 36.06
"5259" 16486.91457 11.49 51.35 0.087 209.3 122.1
"42398" 11269.05775 20.31 81.8 4.913 421.9 75
"43365" 10755.50152 15.67 84.1 4.916 0.048 0.115
"30195" 28058.91213 33.56 30.64 4.908 658.5 34.57
"38990" 15161.92033 22.05 72.2 4.924 146.6 97.8
"49766" 9957.262905 20.71 35.75 0.086 428.5 150.3
"11399" 13807.74194 11.4 85.2 0.075 0.081 0.085
"32838" 26344.32602 21.01 74.8 0.072 0.066 0.137
"31866" 16497.55486 25.54 63.62 4.903 9.87 8.12
"15677" 28055.27273 16.41 81.6 0.07 0.015 0.126
"317" 13596.14458 11.17 77.8 0.076 0.077 0.148
"46702" 7396.626506 10.68 66.09 0.082 0.077 0.13
"21971" 16512 23.38 69 0.069 908 143.4
"35822" 17262.34934 24.5 77.8 0.311 139.9 88
"26303" 24913.80753 27.5 67.08 4.92 715 153.5
"40333" 13463.34347 15.66 66.6 4.919 0.088 0.07
"34692" 25062.31975 24.8 89 4.92 0.058 0.167
"45039" 19466.0241 19.61 78.3 0.073 2.428 2.468
"18990" 25669.31174 18.65 84.6 0.068 0.033 0.137
"10374" 16223.22581 14.35 84.3 0.074 0.029 0.089
"47063" 16638.07229 11.86 66.57 4.922 0.091 0.03
"4814" 14680.76382 13.63 68.93 4.91 132.9 134.3
"38594" 14261.73647 19.59 83.3 4.916 0.08 0.104
"20461" 15880.80972 16.24 80.9 0.069 0.051 0.104
"18372" 18253.60324 23.75 50.92 0.074 900 47.7
"49420" 9352.220888 6.817 87 0.09 0.088 0.122
"37326" 13443.92237 15.07 70.7 4.916 0.066 0.122
"34768" 14011.78683 24.68 93.3 4.928 510.7 217.7
"39180" 12714.36159 17.33 83.6 4.921 0.073 0.104
"13610" 19444.36364 15.96 80.1 0.066 68.52 64.72
"730" 15238.55422 8.39 86.7 0.085 0.073 0.126
"6604" 25332.42211 14.23 67.26 0.08 0.037 0.122
"9185" 24032.90323 14.81 53.67 4.916 67.8 79.1
"32696" 25832.72727 22.7 63.92 4.911 0.073 0.085
"19100" 17635.62753 32.68 13.98 4.519 750 293.4
"24598" 29414.4 24.12 69.11 0.069 102.2 101.8
"29252" 25588.61925 24.15 38.98 4.906 0.11 0.1
"1497" 12439.51807 9.34 71.1 0.083 111.8 82.1
"16622" 16686.54545 18.15 54.53 0.083 152.4 109.6
"26036" 25308.55385 27.37 45.93 4.923 159.6 155.5
"49075" 16739.4958 13.22 65.8 0.083 0.07 0.108
"35632" 14914.81103 25.03 51.78 0.281 578.9 118.5
"10995" 11357.41935 10.35 84.6 0.089 24.82 22.59
"21516" 13875.30364 21.75 76.8 4.919 723 628.9
"35676" 16344.51481 24.13 70.4 0.303 121 90.8
"8168" 16145.36683 17.32 55.74 0.082 289.9 321
"42728" 13749.30091 21.08 63.94 4.925 71.4 61.07
"565" 24306.50602 10.96 73.9 0.084 0.077 0.148
"25114" 15052.8 22.42 76.4 4.914 595.3 217.6
"12584" 13645.16129 16.48 63.27 4.921 395.9 401.9
"38297" 19203.92237 20.18 86.5 4.921 0.084 0.107
"12349" 18841.93548 24.23 49.76 0.082 229.3 258.7
"40800" 10002.67477 21.52 67.93 0.08 19.86 16.44
"20693" 18154.49393 18.98 67.8 4.921 218.8 177.2
"2855" 25636.62651 10.95 70.5 0.077 0.077 0.093
"40251" 13854.3465 23.69 38.52 4.924 702 48.87
"44356" 12728.6747 15.64 85.2 0.07 0.051 0.089
"22905" 23536.24615 20.6 70.8 0.079 0.059 0.1
"7338" 21696.96482 9.54 85.8 0.079 0.029 0.126
"36222" 16244.49438 25.49 68.72 0.267 774 96.4
"22366" 11378.21538 20.48 87.2 0.067 83.2 66.29
"16188" 16465.45455 17.49 79.3 0.087 541.8 131.3
"26058" 31062.64615 22.05 67.34 4.925 0.069 0.111
"16098" 24232.72727 18.47 73.1 0.073 132.2 146.9
"26764" 36138.57741 25.45 81 4.92 5.561 4.416
"51124" 10827.37095 15.93 71.7 0.074 0.066 0.115
"5437" 23317.86935 9.89 73.2 0.077 34.21 34.6
"5892" 24226.73367 10.25 82.4 4.918 0.059 0.137
"1869" 19963.37349 13.27 86.5 0.086 0.07 0.137
"18908" 11356.76113 17.8 89.7 0.071 21.06 17.66
"36825" 15132.50255 26.48 50.08 0.282 335.3 362.4
"28208" 43049.37238 26.07 80.7 4.915 0.073 0.141
"7938" 14153.96985 10.83 64.22 0.09 0.037 0.185
"45691" 7807.228916 15.91 79.9 0.073 0.044 0.145
"51115" 13005.52221 16.01 72.4 0.071 0.044 0.126
"21967" 16293.41538 23.29 67.99 0.069 896 122.4
"41725" 19357.56839 19.15 83.2 0.077 0.896 0.76
"1597" 15018.79518 10.01 76.5 0.086 0.084 0.137
"17635" 16323.88664 23.91 34.3 0.082 414.5 325.5
"3718" 26411.56627 13.17 63.32 0.078 0.029 0.104
"48260" 9236.97479 16.29 63.77 0.087 0.04 0.178
"47573" 8102.168675 8.44 89.3 4.901 57.66 28.32
"33470" 22901.5674 24.16 73.3 4.929 335.7 199.7
"990" 25636.62651 12.84 76.5 0.077 0.04 0.119
"38131" 21598.52911 25.55 37.68 4.93 5.972 5.208
"49578" 9254.261705 5.505 92.9 0.08 0.059 0.134
"957" 17418.79518 14.97 67.31 0.075 190 122.1
"10082" 19230.96774 13.41 81 0.086 0.029 0.13
"17973" 24392.55061 25.02 24.69 4.916 92.8 105.5
"34785" 17568.90282 28.13 71.2 4.924 597.7 300.4
"13653" 29224.72727 15.97 72.1 0.072 8.55 7.9
"15805" 20375.27273 16.41 85.3 0.066 66.65 56.09
"16797" 18356.36364 22.38 42.11 0.074 752 71.1
"18833" 18667.53036 20.15 78.6 4.928 163.7 156.3
"28198" 38873.9749 26.84 74.9 4.911 92.3 85.9
"40486" 12704.68085 15.73 81.3 0.079 0.073 0.115
"49575" 9882.352941 5.911 92.4 0.08 0.088 0.141
"32349" 26356.36364 27.88 37.41 4.903 703 120.7
"14704" 15854.54545 15.98 82.1 0.072 0.026 0.193
"32546" 27987.46082 21.15 62.4 4.907 0.073 0.089
"10522" 14580 10.72 86.1 0.082 0.059 0.119
"32492" 26103.57367 28.32 38.59 4.91 660.1 123.2
"5239" 11873.12563 10.25 52.89 0.085 146.2 61.78
"26888" 25317.48954 30.89 47.36 4.923 517.3 79.3
"8591" 15880.64516 21.59 54.71 0.085 539.6 177.9
"14885" 13858.90909 16.34 84.3 0.086 212.5 180.1
"34786" 17538.80878 28.07 70.2 4.922 572.5 304.5
"45793" 14151.3253 14.42 85.9 0.07 0.066 0.1
"28418" 21895.23013 25.19 75.1 4.927 290.2 264.7
"41413" 13154.04255 22.72 70.6 0.066 336.6 165.4
"46372" 12543.61446 12.71 88 4.923 0.055 0.152
"1088" 17748.43373 16.13 55.96 0.079 329.4 142.1
"12566" 11566.45161 14.39 65.6 4.916 0.026 0.096
"3874" 25237.59036 12.06 78 0.084 0.073 0.134
"20913" 11292.63158 16.35 91.1 4.915 0.048 0.2
"33228" 28186.0815 26.42 79.4 4.918 251.6 212.3
"7368" 13494.03015 7.38 89.1 0.085 0.059 0.078
"44992" 16233.25301 20 77.2 0.073 151 149.6
"33231" 29498.18182 26.23 80.7 4.918 169.6 143.6
"15707" 15761.45455 16.13 87.5 0.067 0.022 0.104
"28925" 43181.92469 30.24 44.18 0.069 1.177 1.06
"42815" 8537.87234 18.04 91.1 4.924 3.126 2.653
"43043" 17997.81155 19.29 64.81 0.083 0.077 0.107
"10245" 14591.6129 9.82 85.4 0.089 0.033 0.156
"49973" 10314.52581 13.11 56.24 0.09 0.066 0.108
"1745" 14376.86747 14.79 86 0.077 0.055 0.148
"47189" 10103.13253 18.21 44.64 4.915 165.7 189.2
"26416" 22413.38912 25.37 76.4 4.929 292 228.3
"49226" 16382.23289 12.91 66.59 0.081 0.051 0.133
"1530" 16533.9759 18.94 45.04 0.085 402.6 280.7
"4000" 25399.51807 15.6 59.71 4.916 8.28 8.34
"16642" 18507.63636 21.26 43.45 0.086 784 166.2
"19872" 19378.78543 19.82 67.11 0.077 0.069 0.13
"8940" 14823.87097 15.04 87.5 4.91 0.018 0.122
"42355" 11800.12158 17.87 90 4.912 0.062 0.178
"50831" 11876.11044 14.29 85.4 0.076 0.059 0.115
"33252" 36594.35737 25.06 88.3 4.922 0.11 0.137
"347" 14186.0241 9.62 84.5 0.082 161.3 41.16
"4902" 16874.77387 12.76 73.2 0.082 0.048 0.126
"45756" 20281.44578 19.78 69.05 0.07 19.04 19.58
